Szer_geo,Dlug_geo,Numer_slupka,Nazwa_zespolu,Wartosc_zespolu
52.146611,21.050270,61,Natolin Płn.,3142
52.146720,21.017450,01,Grabów,3014
52.146785,21.028557,02,Łukaszczyka,3420
52.146801,20.945691,01,Promyka,4168
52.146814,21.054619,01,Natolin Płn.,3142
52.146880,21.036656,02,Szpital Południowy,3299
52.147009,21.136584,01,Hoserów,3158
52.147079,21.015352,02,Kondracka,3415
52.147218,21.136276,02,Hoserów,3158
52.147219,21.029412,01,Łukaszczyka,3420
52.147220,21.042800,01,Miklaszewskiego,3139
52.147518,21.055905,52,Cynamonowa,3143
52.147550,21.041660,04,Miklaszewskiego,3139
52.147556,21.092917,01,Pałacowa,3047
52.147566,21.093290,02,Pałacowa,3047
52.147632,21.092821,51,Pałacowa,3047
52.147650,21.225080,02,Michalin,2915
52.147690,21.135610,01,Hoserów,3158
52.147713,21.056299,02,Cynamonowa,3143
52.147805,21.135733,71,Hoserów,3158
52.147901,21.369490,02,Malcanów,2336
52.147921,21.135496,02,Hoserów,3158
52.147981,21.017862,02,Grabów,3014
52.148020,21.368582,01,Malcanów,2336
52.148193,21.043151,03,Miklaszewskiego,3139
52.148230,21.380381,01,Kotliny,2337
52.148233,21.135278,52,Hoserów,3158
52.148243,21.135187,51,Hoserów,3158
52.148245,21.223999,01,PKP Michalin,2351
52.148278,21.041692,02,Miklaszewskiego,3139
52.148376,21.377241,02,Kotliny,2337
52.148415,21.362377,02,Dziechciniec,2335
52.148445,21.379242,51,Kotliny,2337
52.148486,21.060231,01,Płaskowickiej,3208
52.148532,21.033781,03,Centrum Onkologii,3134
52.148630,21.224240,01,Michalin,2915
52.148834,21.058577,04,Płaskowickiej,3208
52.148898,21.046674,02,Imielin,3603
52.148979,21.031729,02,Centrum Onkologii,3134
52.149143,21.055655,04,Cynamonowa,3143
52.149239,21.046023,04,Metro Imielin,3280
52.149443,21.044700,02,Metro Imielin,3280
52.149447,21.046045,01,Imielin,3603
52.149449,21.222964,02,PKP Michalin,2351
52.149503,21.015323,01,Samsonowska,3414
52.149590,20.936880,02,Rybie,4167
52.149595,21.188687,01,Błota,2057
52.149620,20.936412,01,Rybie,4167
52.149660,21.060775,03,Płaskowickiej,3208
52.149681,21.354729,01,Dziechciniec,2335
52.149730,21.350882,02,Piaskowa,2334
52.149861,21.188809,03,Błota,2057
52.149862,21.038194,01,Malinowskiego,3301
52.149876,21.059002,54,Płaskowickiej,3208
52.149916,21.053264,01,Szolc-Rogozińskiego,3144
52.149980,21.031813,04,Centrum Onkologii,3134
52.150014,21.059231,02,Płaskowickiej,3208
52.150083,21.344935,01,Dziechciniec-Kolonia,2341
52.150099,21.033733,01,Centrum Onkologii,3134
52.150109,21.343835,02,Dziechciniec-Kolonia,2341
52.150146,21.188618,02,Błota,2057
52.150163,21.044782,03,Metro Imielin,3280
52.150181,21.037497,02,Malinowskiego,3301
52.150203,21.046395,01,Metro Imielin,3280
52.150250,21.051930,02,Szolc-Rogozińskiego,3144
52.150408,21.015326,02,Samsonowska,3414
52.150531,20.929213,01,Stadion,4206
52.150613,20.916971,01,Kościół,4158
52.150617,20.916589,02,Kościół,4158
52.150691,20.928486,02,Stadion,4206
52.150760,21.047268,51,Metro Imielin,3280
52.150811,21.048282,05,Polinezyjska,3138
52.150832,20.994766,01,Osmańska-DHL,3342
52.150832,21.027393,01,Herbsta,3133
52.150847,21.091590,01,Powsinek,3046
52.150858,21.046991,04,Polinezyjska,3138
52.151038,21.133077,02,Grabalówki,3157
52.151203,21.058133,52,Płaskowickiej,3208
52.151260,21.132814,01,Grabalówki,3157
52.151272,21.093197,03,Powsinek,3046
52.151325,21.026204,02,Herbsta,3133
52.151540,21.047085,02,Polinezyjska,3138
52.151550,21.048490,03,Polinezyjska,3138
52.151714,20.965035,01,Paluch,4026
52.151820,21.027930,03,Herbsta,3133
52.151950,21.017323,01,Poleczki,3013
52.152273,21.056524,01,Grzegorzewskiej,3207
52.152343,21.187357,01,Krokusów,2056
52.152410,21.019240,03,Poleczki,3013
52.152419,21.219832,01,Wąska,2350
52.152459,21.014953,01,Taneczna,3413
52.152634,21.187206,02,Krokusów,2056
52.152669,21.015027,02,Taneczna,3413
52.152844,21.353632,02,Kamiennej Górki,2458
52.152950,20.965096,02,Ogrody Działkowe Paluch,4025
52.152980,21.037590,02,Ursynów Płd.,3136
52.153010,21.219418,02,Wąska,2350
52.153040,21.315123,54,Radiówek,2369
52.153120,21.039483,03,Ursynów Płd.,3136
52.153135,21.029745,02,Dunikowskiego,3131
52.153168,21.315050,51,Radiówek,2369
52.153205,21.091613,02,Powsinek,3046
52.153206,21.055583,02,Grzegorzewskiej,3207
52.153210,21.316944,02,Radiówek,2369
52.153278,20.919322,02,Sportowa,4157
52.153305,20.920772,03,Sportowa,4157
52.153370,21.315750,01,Radiówek,2369
52.153381,21.015631,04,Poleczki,3013
52.153418,20.965291,01,Ogrody Działkowe Paluch,4025
52.153444,21.326024,02,Żanęcin,2333
52.153528,21.323390,01,Spokojna,2332
52.153700,21.284390,01,Nadwiślańczyków,2873
52.153841,21.203521,01,Jachowicza,2157
52.153900,20.792613,01,Os.Staszica/Pętla,4195
52.153906,21.320967,02,Spokojna,2332
52.153908,21.037503,06,Ursynów Płd.,3136
52.153920,21.039330,01,Ursynów Płd.,3136
52.153955,21.353585,01,Kamiennej Górki,2458
52.153967,21.011871,01,Tango,3102
52.153969,20.792699,01,Os.Staszica/Pętla,4195
52.154029,21.311808,03,Radiówek,2369
52.154029,21.311808,01,Os.Radiówek,2872
52.154080,21.017960,02,Poleczki,3013
52.154146,21.037095,05,Ursynów Płd.,3136
52.154272,21.209215,01,Olecka,2158
52.154305,20.920873,01,Sportowa,4157
52.154305,21.069843,02,Św.u.Ledóchowskiej,3468
52.154309,21.037853,04,Ursynów Płd.,3136
52.154350,21.031900,01,Dunikowskiego,3131
52.154363,21.049208,01,Teligi,3122
52.154371,21.070049,02,Św.u.Ledóchowskiej,3468
52.154506,21.008114,01,Poloneza,3290
52.154531,21.285318,02,Nadwiślańczyków,2873
52.154532,21.009404,02,Tango,3102
52.154574,21.029861,04,Dunikowskiego,3131
52.154719,21.050840,03,Teligi,3122
52.154819,21.029455,54,Dunikowskiego,3131
52.154885,21.129989,51,Bartyki,3156
52.154943,21.072035,01,Św.u.Ledóchowskiej,3468
52.154994,21.006160,02,Poloneza,3290
52.155087,21.042207,01,Magellana,3137
52.155115,21.183030,01,Bysławska,2055
52.155124,20.921270,02,Szkolna,4156
52.155217,21.040964,02,Magellana,3137
52.155258,20.994531,03,Osmańska,3343
52.155280,21.050620,04,Teligi,3122
52.155419,21.049075,02,Teligi,3122
52.155469,21.216139,01,Michalinki,2159
52.155665,21.090462,07,Powsinek,3046
52.155688,21.090557,04,Powsinek,3046
52.155688,21.090557,09,Powsinek,3046
52.155710,21.033754,02,Metro Stokłosy,3132
52.155727,21.183555,04,Bysławska,2055
52.155745,21.035104,03,Metro Stokłosy,3132
52.155794,21.035081,02,Stokłosy,3604
52.155812,21.051899,01,Nugat,3123
52.155819,21.023741,01,Pięciolinii,3130
52.155860,21.181163,02,Bysławska,2055
52.155874,21.023070,02,Pięciolinii,3130
52.155913,20.963209,01,Schronisko dla Zwierząt,4024
52.155921,20.962808,02,Schronisko dla Zwierząt,4024
52.155940,21.053830,02,Nugat,3123
52.155997,21.000094,01,Hołubcowa,3289
52.156001,21.125297,02,Metryczna,3155
52.156016,21.125360,02,Metryczna,3155
52.156060,21.042800,04,Strzeleckiego,3121
52.156120,21.045000,01,Strzeleckiego,3121
52.156140,21.126343,01,Metryczna,3155
52.156223,20.959803,02,Ogrody Działkowe Na Skraju,4023
52.156238,20.995709,01,Osmańska,3343
52.156297,20.997942,02,Hołubcowa,3289
52.156302,20.959604,01,Ogrody Działkowe Na Skraju,4023
52.156397,21.128945,02,Bartyki,3156
52.156470,21.187405,01,Kosaćcowa,2054
52.156476,21.075679,04,Branickiego,3385
52.156487,21.035185,01,Metro Stokłosy,3132
52.156545,21.034098,01,Stokłosy,3604
52.156592,21.128166,01,Bartyki,3156
52.156667,20.992169,02,Kłobucka,3271
52.156691,20.950580,01,Przelotowa,4022
52.156696,20.950388,02,Przelotowa,4022
52.156702,21.188915,02,Kosaćcowa,2054
52.156750,21.002631,02,Łączyny,3103
52.156841,21.033602,04,Metro Stokłosy,3132
52.156969,21.202713,01,Kosodrzewiny,2156
52.157053,21.190658,01,Liliowa,2452
52.157074,20.793499,01,Jasna,4196
52.157075,21.078269,03,Branickiego,3385
52.157100,20.793260,02,Jasna,4196
52.157137,21.036203,51,Metro Stokłosy,3132
52.157163,21.043851,02,Strzeleckiego,3121
52.157171,21.219579,01,Ochocza,2164
52.157185,21.046209,03,Strzeleckiego,3121
52.157228,20.990707,03,Kłobucka,3271
52.157260,21.191824,02,Liliowa,2452
52.157358,21.220173,02,Ochocza,2164
52.157428,21.076171,82,Branickiego,3385
52.157442,21.076203,02,Branickiego,3385
52.157558,20.946316,02,Okrężna,4279
52.157604,21.080054,71,Branickiego,3385
52.157831,21.080006,02,Sarmacka,3391
52.157871,21.055669,01,Kopcińskiego,3124
52.157967,21.174575,01,Czarnuszki,2453
52.157993,20.945535,01,Okrężna,4279
52.158016,20.992073,04,Kłobucka,3271
52.158039,20.986509,01,Terminal Cargo,4147
52.158054,21.081820,01,Sarmacka,3391
52.158081,21.021215,01,Megasam,3129
52.158082,20.986809,02,Terminal Cargo,4147
52.158179,21.082219,01,Sarmacka,3391
52.158250,21.002380,01,Wyczółki,3104
52.158370,21.087670,51,Vogla,3045
52.158374,21.030624,01,Wiolinowa,3293
52.158425,21.002176,02,Wyczółki,3104
52.158439,21.197304,01,MERA-PNEFAL,2053
52.158472,21.197781,02,MERA-PNEFAL,2053
52.158502,20.800268,02,al.Wojska Polskiego,4194
52.158588,21.055087,02,Kopcińskiego,3124
52.158594,21.049873,06,Ciszewskiego,3151
52.158757,21.223785,01,Narcyzowa,2163
52.158777,21.172478,02,Czarnuszki,2453
52.158788,21.087344,01,Vogla,3045
52.158824,20.925153,02,Młyn,4155
52.158893,21.021303,02,Megasam,3129
52.158962,21.050545,01,Ciszewskiego,3151
52.158993,20.941693,02,Rybna,4021
52.159024,21.030007,02,Wiolinowa,3293
52.159036,20.941687,01,Rybna,4021
52.159148,21.216888,02,Podkowy,2165
52.159356,21.085549,04,Vogla,3045
52.159364,21.204682,03,Falenica,2052
52.159439,21.203497,02,Falenica,2052
52.159448,21.118836,02,Zawady,3154
52.159458,21.052174,02,Ciszewskiego,3151
52.159458,21.118741,01,Zawady,3154
52.159459,21.204580,04,Falenica,2052
52.159477,21.203298,01,Falenica,2052
52.159495,20.992410,02,Areszt Śledczy Służewiec,3270
52.159523,21.072934,01,Świątynia Opatrzności Bożej,3354
52.159610,20.798599,06,al.Wojska Polskiego,4194
52.159651,20.797909,56,al.Wojska Polskiego,4194
52.159733,20.801472,01,al.Wojska Polskiego,4194
52.159792,21.216303,01,Podkowy,2165
52.159810,20.792450,03,Ołówkowa,4197
52.159822,21.050869,04,Ciszewskiego,3151
52.159830,20.791330,04,Ołówkowa,4197
52.159830,20.992320,01,Areszt Śledczy Służewiec,3270
52.159833,21.170371,01,Rozchodnikowa,2201
52.159841,21.088980,03,Vogla,3045
52.159900,21.072860,51,Świątynia Opatrzności Bożej,3354
52.159906,21.088969,03,Vogla,3045
52.159948,21.305227,51,Gródek,2368
52.160000,21.007630,01,Tor Służewiec,3341
52.160033,21.223404,02,Wasilkowska,2162
52.160188,21.086746,02,Vogla,3045
52.160190,21.211036,07,PKP Falenica,2048
52.160216,21.305217,02,Gródek,2368
52.160352,21.086672,02,Vogla,3045
52.160392,21.049924,01,SGGW-Klinika,3206
52.160479,21.036462,03,Ursynów Płn.,3120
52.160509,21.169372,02,Rozchodnikowa,2201
52.160570,20.936780,01,Olszowa,4020
52.160616,21.222748,01,Wasilkowska,2162
52.160660,20.936505,02,Olszowa,4020
52.160745,21.092919,01,Europejska,3147
52.160749,21.092777,02,Europejska,3147
52.160751,20.927541,01,Młyn,4155
52.160773,21.021016,01,Zaolziańska,3199
52.160841,21.210735,02,PKP Falenica,2048
52.160861,21.210579,57,PKP Falenica,2048
52.161015,21.304232,01,Gródek,2368
52.161015,21.304232,81,Gródek,2368
52.161030,21.116490,51,Lercha,3153
52.161033,21.071781,02,Świątynia Opatrzności Bożej,3354
52.161035,21.071805,82,Oś Królewska,3353
52.161150,21.116460,52,Lercha,3153
52.161193,21.211121,01,PKP Falenica,2048
52.161232,21.212996,59,PKP Falenica,2048
52.161235,21.101540,01,Vogla-Morysin,3148
52.161273,21.104913,01,Ruczaj,3149
52.161282,21.100796,02,Vogla-Morysin,3148
52.161305,21.104772,02,Ruczaj,3149
52.161314,21.213286,04,PKP Falenica,2048
52.161374,21.036301,04,Ursynów Płn.,3120
52.161493,21.214584,01,Bystrzycka,2160
52.161500,21.027697,02,Ursynów,3605
52.161511,21.049202,02,SGGW-Klinika,3206
52.161525,21.212046,03,PKP Falenica,2048
52.161596,21.211830,56,PKP Falenica,2048
52.161608,21.027441,01,Metro Ursynów,3127
52.161620,21.211200,02,Warszawa Falenica,2909
52.161711,21.353759,01,Podleśna,2388
52.161764,21.210651,05,PKP Falenica,2048
52.161816,21.024024,02,Koński Jar,3128
52.161862,21.115048,02,Lercha,3153
52.161925,21.036976,06,Ursynów Płn.,3120
52.161956,21.026353,03,Metro Ursynów,3127
52.161971,21.029379,04,Metro Ursynów,3127
52.162000,21.166262,01,Podbiałowa,2200
52.162031,21.036944,05,Ursynów Płn.,3120
52.162080,21.038130,01,Ursynów Płn.,3120
52.162110,21.114493,01,Lercha,3153
52.162149,21.354427,02,Podleśna,2388
52.162165,21.033854,08,Ursynów Płn.,3120
52.162254,21.221095,01,Bartoszycka,2161
52.162260,21.034201,07,Ursynów Płn.,3120
52.162304,21.027670,01,Ursynów,3605
52.162306,21.035250,57,Ursynów Płn.,3120
52.162330,21.210370,03,Warszawa Falenica,2909
52.162390,20.992240,01,Jurajska,3269
52.162390,21.210590,01,Warszawa Falenica,2909
52.162465,21.047818,01,SGGW-Rektorat,3100
52.162490,21.027830,02,Metro Ursynów,3127
52.162657,21.164855,02,Podbiałowa,2200
52.162880,21.107480,02,Ogrody Działkowe Wilanówka,3278
52.162936,21.037745,02,Ursynów Płn.,3120
52.163007,20.930832,04,Na Skraju,4019
52.163188,21.107832,01,Ogrody Działkowe Wilanówka,3278
52.163314,21.217892,52,Bartoszycka,2161
52.163383,21.316594,02,Projektowana,2342
52.163555,21.026887,01,Koncertowa,3298
52.163562,20.992363,02,Jurajska,3269
52.163767,21.046872,02,SGGW-Rektorat,3100
52.163770,20.930740,01,Na Skraju,4019
52.163899,20.930496,02,Na Skraju,4019
52.163981,21.219689,01,Czekanowska,2049
52.164075,21.069863,01,Oś Królewska,3353
52.164075,21.069863,81,Oś Królewska,3353
52.164325,21.315855,01,Projektowana,2342
52.164329,21.017053,01,Wyścigi,3012
52.164335,21.045990,01,SGGW-Biblioteka,3029
52.164468,21.160230,01,Ogórkowa,2199
52.164634,21.108991,02,Syta,3150
52.164704,21.110022,03,Syta,3150
52.165008,21.084124,01,Wilanów,3044
52.165112,21.220792,02,Czekanowska,2049
52.165269,20.805381,02,Kościuszki,4193
52.165276,21.160300,02,Ogórkowa,2199
52.165286,21.016406,08,Wyścigi,3012
52.165321,21.207027,01,Prasowa,2047
52.165455,21.045284,02,SGGW-Biblioteka,3029
52.165535,21.069801,02,Oś Królewska,3353
52.165583,21.108931,01,Syta,3150
52.165608,21.207691,01,Gruntowa,2246
52.165637,21.027437,02,Koncertowa,3298
52.165972,20.932677,02,Stoicka,4018
52.165992,20.806231,01,Kościuszki,4193
52.166016,21.207350,02,Gruntowa,2246
52.166046,20.934591,03,Stoicka,4018
52.166430,21.069170,52,Oś Królewska,3353
52.166466,21.158270,01,Sitowie,2460
52.166510,21.083010,02,Wilanów,3044
52.166564,20.985320,01,PKP Okęcie,4146
52.166600,20.987352,02,Warszawa Okęcie,4920
52.166678,21.205827,02,Prasowa,2047
52.166734,21.158378,03,Sitowie,2460
52.166769,21.158310,03,Sitowie,2460
52.166876,21.018103,02,Wyścigi,3012
52.166883,21.295626,02,Sportowa,2367
52.167021,21.297898,51,Sportowa,2367
52.167054,20.992964,01,Taborowa,3268
52.167080,21.108000,02,Zaściankowa,3196
52.167118,20.993177,02,Taborowa,3268
52.167187,21.084809,08,Wilanów,3044
52.167259,21.295165,52,Sportowa,2367
52.167309,21.295276,01,Sportowa,2367
52.167311,21.015311,04,Wyścigi,3012
52.167339,20.932986,04,Stoicka,4018
52.167408,21.084807,12,Wilanów,3044
52.167419,20.987422,01,Warszawa Okęcie,4920
52.167477,20.934961,01,Stoicka,4018
52.167552,20.983632,04,PKP Okęcie,4146
52.167594,21.043792,01,Arbuzowa,3099
52.167651,21.013658,03,Wyścigi,3012
52.167715,21.076545,01,Królowej Marysieńki,3043
52.167717,21.083898,03,Wilanów,3044
52.167730,21.084070,04,Wilanów,3044
52.167780,21.044080,02,Arbuzowa,3099
52.167953,21.084344,06,Wilanów,3044
52.167980,20.798010,02,Pruszków,4905
52.168000,21.016106,05,Wyścigi,3012
52.168034,21.084109,71,Wilanów,3044
52.168038,21.083851,07,Wilanów,3044
52.168049,21.084008,05,Wilanów,3044
52.168056,21.157606,02,Sitowie,2460
52.168059,21.016086,06,Wyścigi,3012
52.168086,20.975185,02,Terminal Autokarowy,4202
52.168120,21.016064,07,Wyścigi,3012
52.168195,21.084302,10,Wilanów,3044
52.168210,20.985586,03,PKP Okęcie,4146
52.168401,21.107369,01,Zaściankowa,3196
52.168408,21.074621,02,Królowej Marysieńki,3043
52.168480,20.799730,01,Pruszków,4905
52.168497,21.068227,53,Sobieskiego,3042
52.168737,20.974537,01,Terminal Autokarowy,4202
52.168868,21.358937,01,Pęclin,2389
52.168887,21.223832,02,Przełęczy,2050
52.169008,21.068064,03,Sobieskiego,3042
52.169111,21.070383,51,Sobieskiego,3042
52.169170,21.038620,51,Nowoursynowska,3098
52.169240,20.998810,09,Bokserska,3267
52.169250,21.224119,01,Przełęczy,2050
52.169252,21.069772,01,Sobieskiego,3042
52.169269,21.156443,01,Przewodowa,2459
52.169381,21.041217,03,Nowoursynowska,3098
52.169382,20.998217,03,Bokserska,3267
52.169392,21.026183,01,Bacha,3338
52.169394,20.996422,01,Bokserska,3267
52.169472,20.978252,71,Lotnisko Chopina,4040
52.169472,20.978252,73,Lotnisko Chopina,4040
52.169566,20.975954,01,Warszawa Lotnisko Chopina,4919
52.169579,21.069699,52,Sobieskiego,3042
52.169645,20.975090,02,Warszawa Lotnisko Chopina,4919
52.169738,20.979151,02,Bennetta,4203
52.169752,21.008972,01,Bartłomieja,3247
52.169757,20.996432,05,Bokserska,3267
52.169835,21.039720,01,Nowoursynowska,3098
52.169842,20.996515,04,Bokserska,3267
52.169861,21.238438,02,Złotej Jesieni,2430
52.169917,21.242213,01,Aleksandrów,2222
52.170003,21.202347,01,PKP Miedzeszyn,2046
52.170070,20.997875,02,Bokserska,3267
52.170138,21.066516,02,Sobieskiego,3042
52.170183,21.203151,51,PKP Miedzeszyn,2046
52.170218,20.995442,71,Bokserska,3267
52.170258,21.237483,01,Złotej Jesieni,2430
52.170269,21.026588,02,Bacha,3338
52.170344,21.202112,53,PKP Miedzeszyn,2046
52.170350,21.067980,04,Sobieskiego,3042
52.170442,20.816841,01,Hala Znicz,4877
52.170493,21.293450,01,Szkolna,2330
52.170548,21.003354,02,Jadźwingów,3266
52.170587,20.815352,02,Hala Znicz,4877
52.170625,21.067469,54,Sobieskiego,3042
52.170654,21.007716,02,Bartłomieja,3247
52.170656,21.295954,02,Szkolna,2330
52.170673,21.159162,01,Dzięcioła,2425
52.170675,20.973780,02,Lotnisko Chopina-Przyloty,4201
52.170691,21.155959,02,Przewodowa,2459
52.170818,20.937820,02,Szyszkowa,4016
52.170862,21.081922,01,Kosiarzy,3068
52.170903,21.200864,55,PKP Miedzeszyn,2046
52.170990,21.041860,02,Nowoursynowska,3098
52.171016,21.061950,01,os.Arbuzowa,3041
52.171051,21.160676,02,Dzięcioła,2425
52.171125,21.009078,02,Orzycka,3246
52.171184,21.232819,02,ks.Szulczyka,2221
52.171209,21.004362,01,Jadźwingów,3266
52.171213,21.008445,01,Orzycka,3246
52.171229,21.005798,01,Gotarda,3245
52.171229,21.201265,02,PKP Miedzeszyn,2046
52.171301,21.193704,01,Nadarzyńska,2166
52.171306,21.193147,02,Nadarzyńska,2166
52.171312,21.040335,05,Nowoursynowska,3098
52.171324,21.232414,01,ks.Szulczyka,2221
52.171497,21.226676,01,Napoleona Bonaparte,2051
52.171573,21.060438,02,os.Arbuzowa,3041
52.171607,21.305559,02,Pęclińska,2331
52.171658,20.937756,04,Szyszkowa,4016
52.171677,21.305869,01,Pęclińska,2331
52.171690,21.066220,51,Instytut Neurologii,3036
52.171751,21.227044,02,Napoleona Bonaparte,2051
52.171810,21.066260,52,Instytut Neurologii,3036
52.171825,21.066570,02,Instytut Neurologii,3036
52.171830,21.292214,02,Urząd Gminy,2325
52.171932,21.187943,02,Wiesiołka,2167
52.171967,20.939599,01,Szyszkowa,4016
52.171994,21.065899,01,Instytut Neurologii,3036
52.172031,21.154679,01,Strzygłowska,2198
52.172034,21.186975,01,Wiesiołka,2167
52.172074,20.973369,01,Lotnisko Chopina-Odloty,4200
52.172089,21.166243,02,Mrągowska,2426
52.172093,20.999004,01,Obrzeżna,3265
52.172121,21.166989,01,Mrągowska,2426
52.172149,21.154955,02,Strzygłowska,2198
52.172188,21.011380,02,Tarniny,3404
52.172188,21.026271,02,Służew,3606
52.172208,21.004566,02,Gotarda,3245
52.172248,21.171404,02,Celulozy,2429
52.172249,21.056469,01,Patkowskiego,3040
52.172250,21.200550,02,Warszawa Miedzeszyn,2908
52.172268,21.080955,02,Kosiarzy,3068
52.172310,21.019512,01,al.Lotników,3011
52.172328,21.181685,02,Majerankowa,2168
52.172371,21.181679,01,Majerankowa,2168
52.172473,21.019407,07,al.Lotników,3011
52.172508,21.188063,53,Wiesiołka,2167
52.172518,21.039034,01,Noskowskiego,3097
52.172610,21.178024,02,Tawułkowa,2169
52.172630,21.175657,01,Tawułkowa,2169
52.172681,21.293169,01,Urząd Gminy,2325
52.172782,21.038712,02,Noskowskiego,3097
52.172879,20.999603,02,Obrzeżna,3265
52.172891,21.054578,02,Patkowskiego,3040
52.172917,21.026128,03,Metro Służew,3279
52.172924,21.019627,08,al.Lotników,3011
52.172935,21.026417,01,Służew,3606
52.173012,21.107778,02,Jara,3197
52.173060,21.200410,02,Lawinowa,2245
52.173072,21.020948,05,al.Lotników,3011
52.173117,21.158602,52,Dzięcioła,2425
52.173151,21.199204,01,Szachowa,2045
52.173153,21.293075,03,Urząd Gminy,2325
52.173170,21.199770,01,Warszawa Miedzeszyn,2908
52.173205,21.153264,01,Rychnowska,2258
52.173302,21.199995,01,Lawinowa,2245
52.173324,21.177238,04,Tawułkowa,2169
52.173342,21.026892,01,Metro Służew,3279
52.173380,21.159370,51,Dzięcioła,2425
52.173408,21.029580,01,Wróbla,3096
52.173436,21.108047,01,Jara,3197
52.173472,21.035863,01,Wałbrzyska-Cmentarz,3337
52.173473,21.025360,02,Metro Służew,3279
52.173513,21.030723,02,Wróbla,3096
52.173551,21.018959,06,al.Lotników,3011
52.173552,21.011910,03,Bełdan,3248
52.173560,21.036360,52,Wałbrzyska-Cmentarz,3337
52.173661,21.229339,01,Samorządowa,2377
52.173729,21.049878,01,Karczocha,3309
52.173742,21.002824,51,Cybernetyki,3244
52.173829,20.852935,01,Norwida,4138
52.173870,21.026334,04,Metro Służew,3279
52.173884,21.198587,02,Szachowa,2045
52.174009,21.292528,71,Urząd Gminy,2325
52.174056,20.850932,02,Norwida,4138
52.174184,21.013580,01,Bełdan,3248
52.174211,21.020514,02,al.Lotników,3011
52.174316,21.048274,02,Karczocha,3309
52.174340,21.230190,02,Samorządowa,2377
52.174364,21.078300,01,Łowcza,3067
52.174426,21.002545,01,Cybernetyki,3244
52.174430,21.063300,51,Nałęczowska,3035
52.174547,21.011326,02,Bełdan,3248
52.174554,21.043769,01,Dolina Służewiecka,3039
52.174713,21.045570,03,Dolina Służewiecka,3039
52.174773,20.979166,01,Ośrodek Wojskowy,4039
52.174796,21.062951,01,Nałęczowska,3035
52.174849,21.149209,02,Rychnowska,2258
52.174864,21.012741,04,Bełdan,3248
52.175080,20.919979,01,Rebusowa,4327
52.175146,20.944026,17,P+R Al.Krakowska,4015
52.175222,20.943717,15,P+R Al.Krakowska,4015
52.175245,20.979489,02,Ośrodek Wojskowy,4039
52.175255,20.999994,04,Cybernetyki,3244
52.175292,20.943825,13,P+R Al.Krakowska,4015
52.175298,20.918298,51,Rebusowa,4327
52.175322,21.231335,01,Zagórzańska,2376
52.175335,21.147227,01,Romantyczna,2214
52.175353,20.943392,16,P+R Al.Krakowska,4015
52.175355,20.918258,02,Rebusowa,4327
52.175374,21.372875,01,Kąck,2875
52.175378,20.943919,11,P+R Al.Krakowska,4015
52.175403,20.943972,09,P+R Al.Krakowska,4015
52.175409,21.153364,01,Wędkarska,2197
52.175431,20.943469,14,P+R Al.Krakowska,4015
52.175438,20.943098,18,P+R Al.Krakowska,4015
52.175467,20.944064,07,P+R Al.Krakowska,4015
52.175486,20.944613,05,P+R Al.Krakowska,4015
52.175510,20.943588,12,P+R Al.Krakowska,4015
52.175513,21.063219,03,Nałęczowska,3035
52.175536,20.943639,10,P+R Al.Krakowska,4015
52.175536,21.077581,02,Łowcza,3067
52.175571,21.042018,01,Łukowa,3443
52.175610,20.994890,01,rondo Żabczyńskiego,3263
52.175617,20.943708,08,P+R Al.Krakowska,4015
52.175638,21.042969,04,Dolina Służewiecka,3039
52.175699,21.176908,02,Draceny,2170
52.175719,20.996705,03,rondo Żabczyńskiego,3263
52.175750,21.062150,52,Nałęczowska,3035
52.175863,21.062306,02,Nałęczowska,3035
52.175922,21.044629,02,Dolina Służewiecka,3039
52.175945,21.153126,02,Wędkarska,2197
52.176023,20.943965,03,P+R Al.Krakowska,4015
52.176056,20.943878,02,P+R Al.Krakowska,4015
52.176099,20.943806,01,P+R Al.Krakowska,4015
52.176150,21.175908,01,Draceny,2170
52.176153,20.943585,06,P+R Al.Krakowska,4015
52.176189,21.145404,02,Romantyczna,2214
52.176264,21.107120,02,Siedliskowa,3198
52.176265,21.002715,02,Cybernetyki,3244
52.176280,20.944623,04,P+R Al.Krakowska,4015
52.176317,21.020817,03,Niedźwiedzia,3010
52.176359,21.232688,02,Zagórzańska,2376
52.176392,20.994460,04,rondo Żabczyńskiego,3263
52.176470,21.044030,51,Dolina Służewiecka,3039
52.176507,20.993018,01,Komputerowa,3383
52.176559,21.020970,04,Niedźwiedzia,3010
52.176674,20.995785,02,rondo Żabczyńskiego,3263
52.176698,21.292232,02,Boryszewska,2326
52.176760,21.034370,53,Dominikańska,3038
52.176779,21.002181,05,rondo Unii Europejskiej,3243
52.176819,21.184533,51,Hortensji,2171
52.176860,21.292273,01,Boryszewska,2326
52.176919,21.035905,01,Dominikańska,3038
52.177033,21.106317,01,Siedliskowa,3198
52.177045,20.991460,02,Komputerowa,3383
52.177149,20.910740,01,Badylarska,4184
52.177177,21.174307,01,Hortensji,2171
52.177359,21.033608,02,Dominikańska,3038
52.177425,20.984787,01,Wirażowa,4144
52.177441,21.007249,01,Instytut Fizyki,3249
52.177522,20.915077,71,Rebusowa,4327
52.177574,21.173990,02,Hortensji,2171
52.177585,20.840102,01,Orzeszkowej,4236
52.177661,21.047312,02,Stegny,3094
52.177748,21.048756,01,Stegny,3094
52.177790,21.049080,53,Stegny,3094
